id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,Attrition_Numerique
1014,35,F,10388,Divorcé(e),Consulting,Manager,1,16,16,10,3,3,3,3,3,2,E_1014,3,Oui,11,Non,1,3,25,4,Transformation Digitale,Occasionnel,10,1,0
1015,30,F,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,2,4,3,1,3,2,E_1015,3,Oui,12,Non,3,4,8,2,Infra & Cloud,Occasionnel,1,7,0
1016,20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,1,3,E_1016,3,Oui,15,Oui,0,2,11,3,Transformation Digitale,Occasionnel,0,0,1
1017,30,F,2422,Célibataire,Consulting,Consultant,0,4,3,2,2,3,1,2,1,3,E_1017,3,Non,17,Oui,0,3,5,3,Transformation Digitale,Frequent,1,2,1
1018,26,M,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,4,4,2,4,2,3,E_1018,3,Non,12,Non,0,2,2,2,Transformation Digitale,Occasionnel,1,3,0
1019,22,M,2451,Marié(e),Consulting,Consultant,1,4,4,3,2,1,1,1,1,2,E_1019,3,Non,15,Non,1,3,8,1,Infra & Cloud,Occasionnel,1,1,0
1022,48,M,4240,Célibataire,Consulting,Manager,2,19,2,2,1,2,2,3,4,3,E_1022,3,Non,13,Non,0,0,6,3,Infra & Cloud,Occasionnel,2,2,0
1024,48,M,10999,Célibataire,Consulting,Manager,7,27,15,11,3,2,3,3,2,3,E_1024,3,Non,14,Non,0,3,4,4,Infra & Cloud,Occasionnel,4,8,0
1025,41,F,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,4,3,2,3,2,3,E_1025,3,Non,14,Non,0,6,7,2,Transformation Digitale,Occasionnel,2,1,0
1026,39,F,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,4,2,4,4,3,3,E_1026,3,Non,16,Non,1,3,1,1,Infra & Cloud,Occasionnel,11,8,0
1027,27,F,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,3,2,4,2,3,E_1027,3,Non,18,Non,1,2,2,4,Infra & Cloud,Occasionnel,2,2,0
1028,35,M,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,2,3,1,4,1,2,E_1028,4,Non,20,Non,1,4,10,3,Autre,Occasionnel,1,2,0
1029,42,M,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,4,3,5,3,2,4,E_1029,3,Non,13,Non,0,3,5,2,Marketing,Occasionnel,0,0,0
1030,50,M,2380,Marié(e),Consulting,Consultant,4,8,1,0,1,3,1,4,2,3,E_1030,3,Non,18,Non,0,5,9,3,Infra & Cloud,Occasionnel,0,0,0
1032,59,F,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,3,2,4,4,1,3,E_1032,3,Oui,13,Non,0,4,2,3,Infra & Cloud,Occasionnel,4,3,0
1033,37,F,4777,Marié(e),Consulting,Manager,5,15,1,0,1,1,2,2,1,1,E_1033,3,Non,15,Oui,0,2,11,2,Transformation Digitale,Occasionnel,0,0,1
1034,55,M,6385,Marié(e),Consulting,Manager,3,17,8,7,3,3,2,2,4,3,E_1034,3,Oui,14,Non,2,3,18,4,Transformation Digitale,Frequent,6,7,0
1035,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,1,5,3,2,3,E_1035,4,Non,22,Non,2,3,7,1,Infra & Cloud,Aucun,5,10,0
1036,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,2,3,2,4,3,3,E_1036,3,Oui,12,Non,0,1,3,4,Infra & Cloud,Occasionnel,0,0,0
1037,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,2,1,2,1,4,3,E_1037,3,Non,18,Oui,0,6,29,2,Transformation Digitale,Aucun,2,2,1
1038,52,F,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,5,4,4,3,E_1038,3,Non,15,Oui,1,3,2,1,Marketing,Occasionnel,6,9,1
1039,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,4,4,4,4,3,3,E_1039,3,Oui,18,Non,1,2,28,3,Transformation Digitale,Occasionnel,11,11,0
1040,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,4,3,2,3,1,3,E_1040,3,Non,12,Non,1,3,1,3,Infra & Cloud,Aucun,0,13,0
1042,36,F,2743,Célibataire,Consulting,Consultant,1,18,17,13,3,4,1,1,3,3,E_1042,3,Non,16,Oui,0,1,16,4,Infra & Cloud,Occasionnel,15,14,1
1043,39,F,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,4,3,3,1,3,3,E_1043,3,Oui,13,Non,0,2,22,3,Transformation Digitale,Frequent,2,8,0
1044,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,2,2,1,4,4,2,E_1044,3,Non,19,Non,0,2,8,1,Infra & Cloud,Aucun,2,2,0
1045,45,F,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,4,3,4,4,2,4,E_1045,3,Non,13,Non,1,4,11,2,Infra & Cloud,Occasionnel,1,1,0
1046,32,F,4025,Célibataire,Consulting,Consultant,9,10,8,7,4,3,1,3,2,3,E_1046,3,Non,12,Non,0,2,29,4,Transformation Digitale,Aucun,7,7,0
1047,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,2,4,2,4,4,2,E_1047,3,Non,11,Non,1,2,1,4,Marketing,Occasionnel,0,9,0
1048,59,M,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,2,3,3,4,3,1,E_1048,3,Oui,14,Non,1,1,1,2,Entrepreunariat,Occasionnel,0,4,0
1049,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,2,3,1,2,1,3,E_1049,3,Non,16,Non,0,3,24,4,Transformation Digitale,Occasionnel,0,4,0
1050,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,3,2,3,2,1,3,E_1050,3,Non,12,Non,1,2,2,3,Marketing,Frequent,6,12,0
1052,36,M,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,2,3,2,2,E_1052,3,Non,14,Oui,1,3,15,3,Autre,Occasionnel,0,0,1
1053,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,3,1,1,2,3,E_1053,3,Oui,14,Oui,1,2,2,3,Infra & Cloud,Frequent,1,2,1
1055,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,3,3,1,3,4,3,E_1055,3,Oui,19,Non,1,2,10,4,Infra & Cloud,Occasionnel,0,0,0
1056,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,1,2,2,3,E_1056,4,Non,22,Non,0,5,10,1,Transformation Digitale,Occasionnel,0,0,0
1060,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,3,3,1,3,1,3,E_1060,3,Non,16,Non,1,2,3,4,Autre,Frequent,2,2,0
1061,50,M,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,2,3,5,3,4,2,E_1061,3,Oui,11,Non,1,2,2,4,Transformation Digitale,Occasionnel,7,7,0
1062,37,F,4107,Célibataire,Consulting,Manager,3,8,4,3,4,3,2,2,1,2,E_1062,3,Non,15,Non,0,3,3,3,Autre,Occasionnel,0,1,0
1066,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,3,3,2,1,2,2,E_1066,3,Non,14,Non,1,3,26,3,Marketing,Occasionnel,7,5,0
1068,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,2,1,3,3,3,E_1068,3,Non,13,Non,2,5,1,1,Transformation Digitale,Frequent,1,3,0
1069,46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,4,3,5,4,4,3,E_1069,3,Non,17,Non,2,0,1,4,Transformation Digitale,Occasionnel,2,2,0
1070,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,3,2,3,3,2,3,E_1070,3,Non,11,Non,1,4,2,4,Infra & Cloud,Occasionnel,7,0,0
1071,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,3,1,3,2,3,E_1071,3,Non,19,Non,1,4,9,3,Transformation Digitale,Frequent,0,3,0
1073,36,F,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,4,2,3,4,2,2,E_1073,3,Non,11,Non,0,2,12,5,Transformation Digitale,Occasionnel,7,8,0
1074,55,M,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,3,2,4,1,2,4,E_1074,3,Non,15,Non,0,3,2,1,Transformation Digitale,Aucun,6,2,0
1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,3,2,3,4,3,3,E_1076,3,Non,13,Non,1,5,25,3,Transformation Digitale,Occasionnel,0,0,0
1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,1,4,2,3,E_1077,3,Oui,14,Oui,0,3,9,3,Marketing,Frequent,0,2,1
1079,21,F,1416,Célibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,1,2,E_1079,3,Non,13,Oui,0,6,10,3,Infra & Cloud,Occasionnel,1,0,1
1080,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,4,2,2,1,1,3,E_1080,4,Oui,23,Non,3,2,8,4,Infra & Cloud,Occasionnel,1,7,0
1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,1,3,1,3,3,4,E_1081,3,Oui,12,Oui,3,2,4,4,Infra & Cloud,Occasionnel,2,7,1
1082,28,M,8722,Célibataire,Consulting,Manager,1,10,10,7,2,2,3,1,1,2,E_1082,3,Non,12,Oui,0,2,24,2,Entrepreunariat,Aucun,1,9,1
1083,26,M,3955,Marié(e),Consulting,Consultant,1,6,5,3,1,2,1,1,1,3,E_1083,3,Non,16,Non,2,2,1,2,Transformation Digitale,Occasionnel,1,3,0
1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,3,3,2,1,3,2,E_1084,3,Non,15,Non,1,1,20,3,Autre,Occasionnel,0,2,0
1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,2,4,1,3,3,3,E_1085,3,Non,13,Non,0,3,7,2,Entrepreunariat,Occasionnel,0,8,0
1088,38,F,8823,Marié(e),Consulting,Manager,0,20,19,9,3,2,3,3,1,2,E_1088,3,Non,18,Non,1,4,17,1,Infra & Cloud,Occasionnel,1,9,0
1092,40,M,10322,Marié(e),Consulting,Manager,4,14,11,10,1,3,3,4,4,3,E_1092,4,Non,20,Non,1,6,20,4,Entrepreunariat,Occasionnel,11,1,0
1094,27,M,4621,Marié(e),Consulting,Consultant,1,3,3,2,1,1,1,3,4,3,E_1094,3,Non,19,Non,3,4,8,5,Infra & Cloud,Aucun,1,2,0
1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,4,3,3,2,2,3,E_1096,3,Non,18,Non,1,4,2,1,Infra & Cloud,Frequent,1,2,0
1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,3,3,2,3,4,4,E_1097,3,Non,13,Non,0,4,10,3,Autre,Occasionnel,1,7,0
1098,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,2,2,3,1,4,3,E_1098,3,Non,14,Oui,1,1,1,2,Transformation Digitale,Occasionnel,3,6,1
1099,33,M,7119,Divorcé(e),Consulting,Manager,4,9,3,2,4,2,3,4,3,3,E_1099,3,Non,15,Non,1,2,5,3,Infra & Cloud,Occasionnel,1,2,0
1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,4,3,3,1,1,3,E_1100,4,Oui,22,Oui,0,2,4,3,Entrepreunariat,Occasionnel,4,7,1
1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,1,2,2,3,2,3,E_1101,4,Non,22,Oui,0,4,29,4,Transformation Digitale,Frequent,3,8,1
1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,3,1,3,4,2,E_1102,3,Non,16,Non,1,5,15,2,Infra & Cloud,Occasionnel,2,2,0
1103,34,M,7756,Célibataire,Consulting,Manager,0,7,6,2,1,3,2,4,3,2,E_1103,3,Non,17,Non,0,1,3,1,Infra & Cloud,Frequent,0,4,0
1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,4,2,2,4,3,3,E_1105,3,Oui,14,Non,3,5,10,4,Infra & Cloud,Occasionnel,0,0,0
1106,25,M,3691,Marié(e),Consulting,Consultant,1,7,7,7,4,3,1,4,2,4,E_1106,3,Oui,15,Oui,1,3,4,1,Entrepreunariat,Occasionnel,5,6,1
1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,3,1,3,3,2,E_1107,4,Non,20,Oui,1,0,21,3,Transformation Digitale,Occasionnel,0,0,1
1108,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,1,2,1,2,2,3,E_1108,4,Oui,20,Oui,0,0,25,3,Transformation Digitale,Occasionnel,2,2,1
1109,42,M,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,4,3,4,1,4,3,E_1109,3,Non,17,Non,1,3,2,2,Transformation Digitale,Occasionnel,13,7,0
1111,28,M,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,1,2,1,3,E_1111,3,Non,15,Oui,2,2,1,3,Transformation Digitale,Frequent,0,0,1
1113,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,4,3,2,3,4,3,E_1113,3,Oui,14,Oui,0,4,1,4,Autre,Frequent,0,0,1
1114,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,3,2,2,3,3,E_1114,3,Non,17,Non,1,3,7,3,Infra & Cloud,Frequent,0,2,0
1115,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,1,4,4,3,E_1115,3,Non,17,Non,3,2,3,4,Infra & Cloud,Aucun,0,0,0
1116,48,M,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,1,4,4,4,3,2,E_1116,4,Non,22,Non,0,3,1,4,Transformation Digitale,Aucun,2,1,0
1117,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,2,2,2,3,4,3,E_1117,3,Non,13,Non,1,2,9,4,Infra & Cloud,Aucun,4,12,0
1118,52,M,10445,Célibataire,Consulting,Manager,7,18,8,6,2,3,3,2,4,3,E_1118,3,Non,19,Non,0,4,7,4,Infra & Cloud,Occasionnel,4,0,0
1119,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,3,3,2,3,E_1119,3,Oui,14,Non,2,2,10,4,Marketing,Occasionnel,2,7,0
1120,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,3,3,1,4,1,3,E_1120,4,Non,22,Non,1,1,28,4,Infra & Cloud,Occasionnel,1,7,0
1121,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,4,3,3,2,2,2,E_1121,3,Non,17,Non,3,3,3,3,Transformation Digitale,Occasionnel,1,7,0
1124,46,M,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,4,3,4,3,E_1124,3,Non,12,Non,1,3,3,1,Marketing,Occasionnel,4,9,0
1125,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,4,3,3,2,3,3,E_1125,3,Non,16,Non,0,2,2,2,Marketing,Occasionnel,0,0,0
1126,43,F,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,3,3,3,1,3,3,E_1126,3,Non,11,Non,1,1,27,3,Infra & Cloud,Frequent,0,1,0
1127,39,M,12169,Divorcé(e),Consulting,Manager,7,21,18,7,1,3,4,4,4,3,E_1127,3,Non,11,Oui,3,4,2,3,Infra & Cloud,Frequent,11,5,1
1128,40,M,19626,Célibataire,Consulting,Directeur Technique,1,21,20,7,3,2,5,3,1,4,E_1128,3,Non,14,Non,0,2,14,3,Transformation Digitale,Occasionnel,4,9,0
1131,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,2,1,2,3,4,E_1131,3,Oui,11,Non,0,6,1,1,Entrepreunariat,Occasionnel,2,2,0
1132,39,M,6782,Célibataire,Consulting,Consultant,9,9,5,4,3,3,2,2,3,2,E_1132,3,Non,15,Non,0,2,9,3,Infra & Cloud,Aucun,0,3,0
1133,36,M,7779,Célibataire,Consulting,Tech Lead,2,18,11,9,1,3,2,4,1,3,E_1133,4,Non,20,Non,0,0,18,4,Infra & Cloud,Aucun,0,9,0
1135,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,3,2,2,3,4,1,4,1,3,E_1135,3,Non,12,Non,1,4,20,3,Infra & Cloud,Frequent,2,2,0
1136,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,2,1,1,E_1136,3,Non,17,Non,0,2,2,1,Infra & Cloud,Occasionnel,0,4,0
1137,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,4,4,3,E_1137,3,Non,11,Non,1,3,11,2,Marketing,Frequent,0,2,0
1138,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,22,9,8,4,2,4,2,2,3,E_1138,3,Non,17,Non,1,3,8,4,Entrepreunariat,Occasionnel,2,3,0
1140,34,M,4033,Célibataire,Consulting,Tech Lead,2,5,3,2,4,3,2,3,4,2,E_1140,3,Non,11,Non,0,3,2,2,Infra & Cloud,Frequent,0,2,0
1143,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,4,3,1,2,4,2,E_1143,3,Non,14,Non,2,2,10,3,Infra & Cloud,Frequent,1,1,0
1148,42,M,4272,Célibataire,Consulting,Consultant,4,16,1,0,2,1,2,4,1,3,E_1148,3,Non,19,Non,0,3,29,3,Transformation Digitale,Occasionnel,0,0,0
1150,29,M,5056,Marié(e),Consulting,Tech Lead,1,10,10,7,2,2,2,4,3,2,E_1150,3,Oui,15,Non,1,2,8,1,Transformation Digitale,Occasionnel,1,2,0
1152,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,3,4,1,3,4,4,E_1152,3,Non,13,Non,1,2,1,3,Ressources Humaines,Occasionnel,5,0,0
1154,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,3,2,1,3,4,3,E_1154,3,Oui,14,Non,1,2,6,3,Infra & Cloud,Frequent,0,2,0
1156,18,M,1904,Célibataire,Consulting,Consultant,1,0,0,0,3,3,1,3,4,3,E_1156,3,Non,12,Oui,0,0,8,1,Transformation Digitale,Aucun,0,0,1
1157,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,6,5,2,1,3,2,1,1,3,E_1157,3,Oui,17,Oui,0,3,9,4,Marketing,Occasionnel,0,3,1
1158,41,M,4766,Marié(e),Consulting,Consultant,3,6,1,0,2,3,1,4,1,3,E_1158,3,Oui,11,Non,1,4,12,4,Infra & Cloud,Occasionnel,0,0,0
1160,31,M,2610,Marié(e),Consulting,Consultant,1,2,2,2,3,3,1,3,3,2,E_1160,3,Non,12,Oui,1,5,15,3,Transformation Digitale,Frequent,2,2,1
1161,37,F,5731,Divorcé(e),Consulting,Manager,7,9,6,2,3,2,2,4,3,3,E_1161,3,Non,13,Non,2,2,25,2,Transformation Digitale,Occasionnel,1,3,0
1162,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,4,2,1,3,3,3,E_1162,3,Non,13,Non,1,0,6,3,Infra & Cloud,Occasionnel,2,2,0
1163,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,6,6,5,2,3,2,3,1,2,E_1163,4,Non,20,Non,0,3,9,1,Infra & Cloud,Occasionnel,1,3,0
1164,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,3,3,1,3,2,1,E_1164,3,Non,17,Non,0,2,8,4,Entrepreunariat,Occasionnel,1,4,0
1165,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,11,11,8,4,2,3,1,1,1,E_1165,3,Non,13,Oui,1,3,23,1,Infra & Cloud,Occasionnel,3,10,1
1166,40,F,13499,Célibataire,Consulting,Directeur Technique,9,20,18,7,2,3,3,3,3,2,E_1166,3,Non,17,Non,0,3,9,4,Transformation Digitale,Frequent,2,13,0
1167,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,22,21,9,3,3,4,1,2,2,E_1167,3,Oui,12,Oui,0,2,12,3,Infra & Cloud,Frequent,13,14,1
1171,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,9,6,4,2,3,2,1,4,4,E_1171,3,Non,13,Non,0,3,4,4,Marketing,Occasionnel,1,5,0
1172,35,M,2258,Marié(e),Consulting,Consultant,6,10,8,0,4,2,1,3,2,3,E_1172,3,Non,12,Non,1,2,1,4,Transformation Digitale,Occasionnel,1,7,0
1173,24,M,3597,Célibataire,Consulting,Consultant,8,6,4,3,4,3,1,2,4,3,E_1173,4,Non,22,Non,0,2,24,3,Transformation Digitale,Occasionnel,1,2,0
1175,28,F,2515,Marié(e),Consulting,Consultant,1,1,1,1,3,3,1,4,4,2,E_1175,3,Oui,11,Oui,0,4,12,1,Infra & Cloud,Occasionnel,0,0,1
1177,26,M,4420,Marié(e),Consulting,Consultant,1,8,8,7,1,4,1,4,2,3,E_1177,4,Non,22,Non,1,2,3,4,Transformation Digitale,Occasionnel,0,7,0
1179,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,10,10,3,3,2,2,3,1,3,E_1179,3,Non,18,Non,1,3,10,3,Marketing,Occasionnel,1,4,0
1180,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,16,1,1,3,2,2,4,4,1,E_1180,3,Oui,13,Non,1,3,26,2,Transformation Digitale,Frequent,0,0,0
1182,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,15,7,7,3,2,3,2,2,4,E_1182,3,Non,18,Non,1,2,2,3,Infra & Cloud,Occasionnel,6,4,0
1184,34,M,5343,Célibataire,Consulting,Manager,0,14,13,9,4,2,2,1,3,3,E_1184,4,Non,20,Non,0,3,1,3,Transformation Digitale,Frequent,4,9,0
1185,35,M,2376,Marié(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,4,E_1185,3,Non,13,Non,1,2,4,4,Autre,Frequent,2,2,0
1188,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,7,4,3,1,1,2,3,2,2,E_1188,3,Non,13,Oui,0,2,9,3,Marketing,Occasionnel,1,3,1
1190,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,1,3,3,E_1190,3,Non,12,Non,3,3,2,1,Infra & Cloud,Aucun,0,0,0
1191,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,28,5,2,4,3,5,1,4,3,E_1191,3,Non,13,Non,1,2,4,4,Entrepreunariat,Occasionnel,4,2,0
1192,29,F,3131,Marié(e),Consulting,Consultant,1,10,10,8,2,3,1,4,1,3,E_1192,3,Non,13,Non,1,5,6,1,Transformation Digitale,Occasionnel,0,8,0
1193,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,1,3,3,1,1,3,3,E_1193,4,Non,25,Non,0,4,9,2,Infra & Cloud,Occasionnel,0,0,0
1195,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,7,3,2,1,3,1,3,3,2,E_1195,3,Oui,19,Non,1,2,7,3,Transformation Digitale,Occasionnel,0,2,0
1196,37,F,6474,Marié(e),Consulting,Tech Lead,1,14,14,8,4,2,2,4,2,2,E_1196,3,Non,13,Non,1,2,1,3,Infra & Cloud,Occasionnel,3,11,0
1198,20,M,3033,Célibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,1,2,E_1198,3,Non,12,Non,0,2,3,3,Infra & Cloud,Occasionnel,1,2,0
1200,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,6,6,4,3,3,1,3,3,3,E_1200,3,Oui,11,Oui,0,4,10,4,Infra & Cloud,Occasionnel,0,2,1
1201,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,26,7,7,4,3,5,3,2,3,E_1201,3,Non,18,Non,1,6,7,2,Transformation Digitale,Occasionnel,4,7,0
1202,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,6,5,4,2,1,1,4,1,2,E_1202,3,Oui,18,Non,1,2,15,1,Infra & Cloud,Occasionnel,1,3,0
1203,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,1,0,0,3,2,1,4,2,3,E_1203,3,Oui,11,Oui,1,5,3,4,Infra & Cloud,Frequent,0,0,1
1204,46,F,17048,Marié(e),Commercial,Senior Manager,8,28,26,15,3,3,4,1,1,3,E_1204,4,Non,23,Non,0,2,2,3,Marketing,Occasionnel,15,9,0
1206,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,6,0,0,4,1,1,3,4,3,E_1206,3,Non,13,Non,0,3,17,3,Infra & Cloud,Aucun,0,0,0
1207,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,5,4,2,3,1,3,4,3,E_1207,3,Non,13,Non,1,2,2,3,Ressources Humaines,Occasionnel,1,4,0
1210,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,5,1,0,1,2,1,1,1,1,E_1210,3,Non,17,Oui,1,2,5,2,Infra & Cloud,Aucun,0,0,1
1211,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,8,4,3,3,3,2,1,3,3,E_1211,3,Non,19,Non,3,3,29,4,Infra & Cloud,Occasionnel,0,3,0
1212,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,5,0,0,2,3,2,2,4,3,E_1212,3,Non,12,Non,3,2,2,4,Transformation Digitale,Frequent,0,0,0
1215,50,F,17856,Marié(e),Consulting,Senior Manager,2,32,2,2,4,3,4,1,3,3,E_1215,4,Non,22,Non,1,3,2,3,Transformation Digitale,Frequent,2,2,0
1216,28,M,3196,Marié(e),Consulting,Consultant,1,6,6,5,4,2,1,1,3,3,E_1216,3,Non,12,Non,3,2,19,4,Transformation Digitale,Occasionnel,3,3,0
1217,46,M,19081,Marié(e),Consulting,Directeur Technique,5,25,4,2,4,3,5,2,1,3,E_1217,3,Non,11,Non,1,2,15,2,Infra & Cloud,Occasionnel,0,3,0
1218,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,15,7,7,3,3,2,1,4,3,E_1218,3,Oui,15,Non,3,2,17,4,Infra & Cloud,Occasionnel,1,7,0
1219,24,F,2210,Marié(e),Consulting,Consultant,1,1,1,0,4,3,1,2,1,1,E_1219,3,Non,13,Oui,1,3,17,2,Infra & Cloud,Occasionnel,0,0,1
1220,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,3,2,3,1,2,E_1220,3,Non,12,Non,1,3,25,3,Transformation Digitale,Frequent,0,1,0
1221,36,M,2741,Divorcé(e),Consulting,Consultant,1,7,7,7,3,1,1,3,3,3,E_1221,3,Non,14,Non,1,4,6,4,Infra & Cloud,Occasionnel,1,7,0
1224,30,M,3491,Divorcé(e),Consulting,Consultant,1,10,10,7,3,3,2,3,1,2,E_1224,3,Non,13,Non,3,4,7,4,Infra & Cloud,Occasionnel,8,9,0
1225,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,20,20,11,4,3,2,4,2,3,E_1225,4,Non,25,Non,0,3,29,4,Autre,Occasionnel,13,17,0
